item_index,name_string_id,description_string_id,name,description
911,30911,40911,Production Trousers (Female),The production specialists of companies have one of the toughest jobs in the universe and their clothing shows it.
912,30912,40912,Gold Defense Trousers (Female),If their assets are in danger the company’s defense force is ready to answer the call.
913,30913,40913,Miner Trousers (Female),Miners have been to some of the deepest and darkest places in the universe and their clothing must always be ready for anything.
914,30914,40914,Gray Defense Trousers (Female),For those not afraid to defend their assets and their defense force is always ready.
915,30915,40915,Technician Trousers (Female),"Technicians are sent to the most remote outposts of humanity on a daily basis, their clothing must be ready to face constant wear."
916,30916,40916,Neon Defense Trousers (Female),For those always ready to defend their worlds from any threat.
917,30917,40917,Blue Protector Trousers (Female),Worn by women who want to appear fierce and powerful.
918,30918,40918,Veteran Trousers (Female),Worn by older military veterans and tech support employees.
919,30919,40919,Phoenix Trousers (Female),"Named thus because they’re made of recycled materials, this is the most eco friendly pair of pants in the galaxy.."
920,30920,40920,Anarchy Trousers (Female),These trousers were popularized during an anarchist uprising.
921,30921,40921,Assassin Trousers (Female),The assassin must be a patient hunter.
922,30922,40922,Brown Colonist Trousers (Female),These trousers are often worn by engineers and other women unafraid to dirty themselves by working.
923,30923,40923,Gray Colonist Trousers (Female),"These trousers, made for colonists, are pure utility."
924,30924,40924,Neon Colonist Trousers (Female),"These modern pants may be too flashy back on earth, but colonists tend to be young and hip."
925,30925,40925,Civilian Faded Beauty Hip Huggers (Female),Another amazing design by Faded Beauty.
926,30926,40926,,
927,30927,40927,,
928,30928,40928,,
929,30929,40929,,
930,30930,40930,,
931,30931,40931,,
932,30932,40932,,
933,30933,40933,,
934,30934,40934,,
935,30935,40935,,
936,30936,40936,,
937,30937,40937,,
938,30938,40938,,
939,30939,40939,,
940,30940,40940,,
941,30941,40941,Blue Warden Trousers (Female),These trousers were standard issue for the officers of DeMorgan's Castle before fashion mogul Rick Wopplepot introduced them to the public.
942,30942,40942,Green Soldier Trousers (Female),Pants made for combat in forested or grassy environments.
943,30943,40943,Dealer Trousers (Female),For some reason these pants have become a favorite among dealers.
944,30944,40944,Rebel Trousers (Female),Made for the dissident who knows you don’t have to compromise style to fight the man.
945,30945,40945,Defender Trousers (Female),The modern assassin is a master of both offense and defense and their clothing must be able to adapt with them.
946,30946,40946,Brown Assault Trousers (Female),Made for open field combat in brown environments.
947,30947,40947,Gray Assault Trousers (Female),"Made for urban combat, these pants fit comfortably beneath armor."
948,30948,40948,Gray Traveler Trousers (Female),Conservative pants for the conservative businesswoman on the move.
949,30949,40949,Neon Assault Trousers (Female),Because nothing says assault like bright green.
950,30950,40950,Blue Dominion Trousers (Female),For those torn between bluejeans and slacks.
951,30951,40951,Green Dominion Trousers (Female),These trousers are extremely comfortable but somewhat gauche.
952,30952,40952,White Traveler Trousers (Female),Meant for long hikes in only the cleanest locations.
953,30953,40953,Loyalty Trousers (Female),A good faction prides itself on the loyalty of its members.
954,30954,40954,Contract Trousers (Female),These trousers can be worn while making contracts and while executing them.
955,30955,40955,Brown Traveler Trousers (Female),Employees of the Corporations must be willing to travel long distances to acquire the materials they need.
956,30956,40956,Gray Trousers (Female),These trousers are standard issue to Eurocore employees.
957,30957,40957,Neon Trousers (Female),These trousers are worn by the newage citizen with attitude.
958,30958,40958,,
959,30959,40959,,
960,30960,40960,,
961,30961,40961,White Trousers (Female),These trousers should only be worn before labor day.
962,30962,40962,Diplomatic Trousers (Female),These pants are worn by masters of diplomacy.
963,30963,40963,Miner Trousers (Female),Worn while working long shifts at the mining terminal.
964,30964,40964,Stunning Bell Bottom Pants (Female),This amazing pair of pants was designed by Silly Produtions.
965,30965,40965,Executive Trousers (Female),Grey pinstripe trousers with a boot leg.
966,30966,40966,,
967,30967,40967,,
968,30968,40968,,
969,30969,40969,,
970,30970,40970,,
971,30971,40971,,
972,30972,40972,,
973,30973,40973,,
974,30974,40974,Mineral Rock,Rock debris containing minerals that can be mined at DeMorgans Castle prison. Use your mining tool and mine as many rocks as you can to reduce your penalty points more quickly and shorten your prison time.
975,30975,40975,Mineral Rock,Rock debris containing minerals that can be mined at DeMorgans Castle prison. Use your mining tool and mine as many rocks as you can to reduce your penalty points more quickly and shorten your prison time.
976,30976,40976,Mineral Rock,Rock debris containing minerals that can be mined at DeMorgans Castle prison. Use your mining tool and mine as many rocks as you can to reduce your penalty points more quickly and shorten your prison time.
977,30977,40977,Backpack,This item does not have a description
978,30978,40978,Backpack,This item does not have a description
979,30979,40979,Backpack,This item does not have a description
980,30980,40980,Alien Egg,The egg of an alien life form.
981,30981,40981,Murder ID Card,Submit this card to your nearest Security Pad to assign your murderer Penalty Points.
982,30982,40982,Bronze Token,"A token used at events. Don't lose it, it might be valuable."
983,30983,40983,Silver Token,"A token used at events. Don't lose it, it might be valuable."
984,30984,40984,Golden Token,"A token used at events. Don't lose it, it might be valuable."
985,30985,40985,Deployable Shield,
986,30986,40986,Vortex Ticket,This ticket allows you to travel between worlds. Thank you for using the Vortex Network!
987,30987,40987,Influence Generator,
988,30988,40988,Medical Unit,
989,30989,40989,Mining Rig,
990,30990,40990,Infiltration Hacking Interface,"This small electronic unit allows to interface with secured objects or machines and infiltrate their security systems, giving access to private administrative configuration options."
991,30991,40991,Bypass Hacking Interface,"This small electronic unit allows to bypass the security fields of secured objects or machines and reconfigure their ownership parameters, giving access to private administrative configuration options."
992,30992,40992,Apartment Identifier,"As the output of an infiltration unit, this ticket stores the access ID of an apartment. It may be used alongside a hacking tool and an infiltration unit to gain access to an apartment."
993,30993,40993,Territory Controller,"Utilizing remnant technology, these small control objects will allow a faction to gain control over an area. After initialization, the placing faction will be able to deploy territorial objects types."
994,30994,40994,Salvotech CX-90 Explosive Charge,"Widely utilized due to its relative stability, this explosive charge is a force to be reckoned with. After being armed and detonated, any deployables and living organisms in the area will be annihilated."
995,30995,40995,Vortex Reactor,"Utilizing the same technology that makes FTL travel possible, this small generator will create electricity to power various services within owned territory on a given world."
996,30996,40996,Production Manager,"Making use of advanced production facilities, this deployable manager is capable of creating and monitoring production processes within a territory."
997,30997,40997,Multicom Access Point,"Through exploitation of the multicom protocol established by the Dominion, this deployable will allow the user to gain access to the multicom from a designated entry-point."
998,30998,40998,Market Vendor,"Making use of advanced marketing systems, this deployable marketing vendor will allow the owning faction to sell items to others in their territory."
999,30999,40999,Slot Machine,No territory would be complete without gambling! This special deployable will allow users to bet their credits for a chance at winning more.
1000,31000,41000,Transport Storage,"Tapping into the core transportation system, this special deployable will allow users to transport items off-world without going to an item storage."
1001,31001,41001,NeoPunk Shirt (Male),Show how anti establishment you are by wearing XXY corporation's latest shirt
1002,31002,41002,Fusion Spider (Male),"The futures bright, brighter when wearing this shirt."
1003,31003,41003,Snakeskin Shirt (Male),Snakes may be extinct but they live on with this synthetic design 
1004,31004,41004,Adama Jacket (Male),Military looking jacket in a ocean blue.
1005,31005,41005,Von Neumann Jacket (Male),"In honor of the man who sent the first probes into space, ALM created this."
1006,31006,41006,Menasco Sports Jacket (Male),The peak of human condition meets the peak of sportsware design
1007,31007,41007,Gun Metal Overcoat (Male),The EuroCore inspired jacket is prominent in the far reaches of space
1008,31008,41008,D.I.R.T. Trenchcoat (Male),"Defined Incognito Response Trenchcoat, perfect for blending in the crowd."
1009,31009,41009,STS Trenchcoat (Male),This chocolate and lime jacket is the height of fashion in STS Genesis.
1010,31010,41010,MegaCorp Shirt (Male),This shirt shows off the real you without going too far outside the box.
1011,31011,41011,Space Golf Attire (Male),This shirt isn't affiliated with the Space Golf League.
1012,31012,41012,Office casual (Male),Working 9 till 5? Your probably wearing this then.
1013,31013,41013,Refined Jacket (Male),Made to fit and exquisitely tailored to the refined Gentleman.
1014,31014,41014,Gentleman's Jacket (Male),Every gentleman of leisure cannot be seen without this.
1015,31015,41015,H.G.Willams Jacket (Male),This timeless design is inspired by the innovators of the past
1016,31016,41016,Doberman Trenchcoat (Male),"Guarding against the elements, this jacket will keep you dry in your travels."
